source	age	pdens
c14bazAAR	15800	78.15455928264531
c14bazAAR	15700	88.4630016961731
c14bazAAR	15600	96.30666080486122
c14bazAAR	15500	98.49980011713652
c14bazAAR	15400	98.4093189592508
c14bazAAR	15300	100.99344871108086
c14bazAAR	15200	110.9824590080696
c14bazAAR	15100	120.48231564051754
c14bazAAR	15000	121.96903055488627
c14bazAAR	14900	111.16759057056062
c14bazAAR	14800	111.25081583781426
c14bazAAR	14700	109.0543325234118
c14bazAAR	14600	107.17250165265447
c14bazAAR	14500	108.12853264544265
c14bazAAR	14400	111.31320306335124
c14bazAAR	14300	127.32218454443732
c14bazAAR	14200	139.54747071427357
c14bazAAR	14100	170.09301687298458
c14bazAAR	14000	150.75315992795947
c14bazAAR	13900	153.95916832693555
c14bazAAR	13800	153.31527357902343
c14bazAAR	13700	162.92830996382935
c14bazAAR	13600	162.65393449683782
c14bazAAR	13500	173.5663448676827
c14bazAAR	13400	170.37615727339116
c14bazAAR	13300	157.01947655357398
c14bazAAR	13200	162.6843754289611
c14bazAAR	13100	210.88114102419115
c14bazAAR	13000	194.56438115115563
c14bazAAR	12900	191.1461956312828
c14bazAAR	12800	246.86262465996205
c14bazAAR	12700	189.82183814275672
c14bazAAR	12600	113.5413477075496
c14bazAAR	12500	118.38590811409684
c14bazAAR	12400	92.88809158371625
c14bazAAR	12300	95.41991462297986
c14bazAAR	12200	97.31651141552094
c14bazAAR	12100	92.94176501854604
c14bazAAR	12000	98.93533679349616
c14bazAAR	11900	122.69151773365398
c14bazAAR	11800	124.92136522953378
c14bazAAR	11700	125.15907295011046
c14bazAAR	11600	142.31676348422926
c14bazAAR	11500	136.6737846823393
c14bazAAR	11400	150.37873920717325
c14bazAAR	11300	221.42321272927052
c14bazAAR	11200	233.21401662091935
c14bazAAR	11100	173.6797802705528
c14bazAAR	11000	195.16155190405243
c14bazAAR	10900	173.60733817967608
c14bazAAR	10800	185.79246533268176
c14bazAAR	10700	207.21236273837872
c14bazAAR	10600	209.7171399356213
c14bazAAR	10500	229.80372203917267
c14bazAAR	10400	255.83434333793736
c14bazAAR	10300	271.14567973976585
c14bazAAR	10200	337.4797519679462
c14bazAAR	10100	215.83116745218612
c14bazAAR	10000	222.38746038330444
c14bazAAR	9900	215.02079976430525
c14bazAAR	9800	225.3932257949948
c14bazAAR	9700	266.50015131908293
c14bazAAR	9600	379.3146096983183
c14bazAAR	9500	456.1273244600163
c14bazAAR	9400	301.14806258317503
c14bazAAR	9300	294.83300375140493
c14bazAAR	9200	276.80859743588655
c14bazAAR	9100	287.3452248340818
c14bazAAR	9000	341.429490058422
c14bazAAR	8900	358.20438439433406
c14bazAAR	8800	360.6628505168389
c14bazAAR	8700	391.3781934041956
c14bazAAR	8600	466.51559422520495
c14bazAAR	8500	567.8707960039117
c14bazAAR	8400	519.4567720758733
c14bazAAR	8300	504.0202794851982
c14bazAAR	8200	500.7206627913706
c14bazAAR	8100	618.8555654213204
c14bazAAR	8000	728.5758736866931
c14bazAAR	7900	637.7998051649812
c14bazAAR	7800	618.5474523102243
c14bazAAR	7700	804.4713718486566
c14bazAAR	7600	965.6954056576452
c14bazAAR	7500	988.6810055830642
c14bazAAR	7400	839.1005089294342
c14bazAAR	7300	763.5671808699611
c14bazAAR	7200	1008.1990918743744
c14bazAAR	7100	1098.521925001909
c14bazAAR	7000	996.2488058275496
c14bazAAR	6900	871.0914378834086
c14bazAAR	6800	900.779086748257
c14bazAAR	6700	1119.2685604074163
c14bazAAR	6600	1041.2240974005176
c14bazAAR	6500	1047.853930239461
c14bazAAR	6400	1216.818405500598
c14bazAAR	6300	1218.1562029927804
c14bazAAR	6200	1284.5032817756396
c14bazAAR	6100	1037.1012743096037
c14bazAAR	6000	1018.5809711889848
c14bazAAR	5900	1061.800971074295
c14bazAAR	5800	1066.994324144362
c14bazAAR	5700	1307.075389327068
c14bazAAR	5600	1391.4638342881503
c14bazAAR	5500	1885.300454449225
c14bazAAR	5400	1705.1739039716056
c14bazAAR	5300	1152.9277976036176
c14bazAAR	5200	1071.7687233402387
c14bazAAR	5100	1050.8851393277498
c14bazAAR	5000	1141.716977352596
c14bazAAR	4900	1683.3798636883191
c14bazAAR	4800	1423.6439488471956
c14bazAAR	4700	1515.6016001791882
c14bazAAR	4600	1415.4233016702906
c14bazAAR	4500	1637.1641880483037
c14bazAAR	4400	1176.122980111803
c14bazAAR	4300	1179.288292789376
c14bazAAR	4200	1266.2468390770844
c14bazAAR	4100	1243.5632193313036
c14bazAAR	4000	1477.4581219951997
c14bazAAR	3900	1961.1764228172735
c14bazAAR	3800	1384.6074635896675
c14bazAAR	3700	1323.1140208394502
c14bazAAR	3600	1229.853937495697
c14bazAAR	3500	1615.289131588797
c14bazAAR	3400	1901.8786507966877
c14bazAAR	3300	1731.7051489860592
c14bazAAR	3200	1361.0906175041705
c14bazAAR	3100	1314.9931375558956
c14bazAAR	3000	1353.3089790102274
c14bazAAR	2900	1493.6273319307695
c14bazAAR	2800	1877.0909951003043
c14bazAAR	2700	986.6481743115082
c14bazAAR	2600	697.3362175182841
c14bazAAR	2500	801.6034840291705
c14bazAAR	2400	723.8554766341402
c14bazAAR	2300	642.5379790511839
c14bazAAR	2200	715.1846244335371
c14bazAAR	2100	584.317176530367
c14bazAAR	2000	566.2592548239894
c14bazAAR	1900	678.7702315200726
c14bazAAR	1800	690.9839909905327
c14bazAAR	1700	665.2544931143434
c14bazAAR	1600	692.3403969401342
c14bazAAR	1500	814.8792720441392
c14bazAAR	1400	865.2041761246109
c14bazAAR	1300	942.8300886183848
c14bazAAR	1200	1150.1045427181834
c14bazAAR	1100	1185.147464707902
c14bazAAR	1000	1116.754539541192
c14bazAAR	900	886.2689581091183
c14bazAAR	800	910.5573954372318
c14bazAAR	700	1199.0873201214597
c14bazAAR	600	1518.4150767871554
c14bazAAR	500	1051.4222249975437
c14bazAAR	400	701.6116984836524
c14bazAAR	300	407.37024921414246
c14bazAAR	200	323.4139275105081
c14bazAAR	100	376.45401102478104
c14bazAAR	0	329.3038618392711
IntChron	55000	21.85295017887785
IntChron	54900	5.1325856473879155
IntChron	54800	3.4817098810121334
IntChron	54700	2.9027537242395556
IntChron	54600	2.597783489933013
IntChron	54500	2.400374030903466
IntChron	54400	2.2613364502266577
IntChron	54300	2.162500049837714
IntChron	54200	2.093793851839292
IntChron	54100	2.050135865857098
IntChron	54000	2.030736835577408
IntChron	53900	2.035470502503543
IntChron	53800	2.0672480252238716
IntChron	53700	2.1273804465690764
IntChron	53600	2.213511106360585
IntChron	53500	2.309404847587386
IntChron	53400	2.3908982298700945
IntChron	53300	2.444537330333488
IntChron	53200	2.4786500851097304
IntChron	53100	2.505876837044881
IntChron	53000	2.5092705779276976
IntChron	52900	2.4629117739402147
IntChron	52800	2.3878575113046705
IntChron	52700	2.2869881396052225
IntChron	52600	2.1246343769905285
IntChron	52500	1.9096119430946636
IntChron	52400	1.710744616839364
IntChron	52300	1.5642746163965435
IntChron	52200	1.464036196481845
IntChron	52100	1.3937429443714369
IntChron	52000	1.3437039553572896
IntChron	51900	1.3090310545697397
IntChron	51800	1.2843624989922349
IntChron	51700	1.269179009710747
IntChron	51600	1.26425422740426
IntChron	51500	1.2688749557433472
IntChron	51400	1.2771868313934405
IntChron	51300	1.2831151111081962
IntChron	51200	1.2824293276408705
IntChron	51100	1.273814895452631
IntChron	51000	1.2622522739742514
IntChron	50900	1.2589545333290653
IntChron	50800	1.267868928413239
IntChron	50700	1.279828445900153
IntChron	50600	1.292389972874246
IntChron	50500	1.3180537276257525
IntChron	50400	1.3486226961069412
IntChron	50300	1.3822956203602272
IntChron	50200	1.4245312635003569
IntChron	50100	1.4595504396383283
IntChron	50000	1.4894932005924562
IntChron	49900	1.5124751894531747
IntChron	49800	1.546557890327857
IntChron	49700	1.5879956227031666
IntChron	49600	1.6315369780002564
IntChron	49500	1.660399453169792
IntChron	49400	1.6692000459246428
IntChron	49300	1.671036926061364
IntChron	49200	1.6795411482152305
IntChron	49100	1.7021118092502756
IntChron	49000	1.741303611696019
IntChron	48900	1.795455786944894
IntChron	48800	1.8508861018395768
IntChron	48700	1.899883594685176
IntChron	48600	1.94459258713108
IntChron	48500	1.9958937002627208
IntChron	48400	2.086030441019584
IntChron	48300	2.187984819841389
IntChron	48200	2.2946532277974994
IntChron	48100	2.3986077094593763
IntChron	48000	2.502952050097691
IntChron	47900	2.6061632840922058
IntChron	47800	2.6935549919058084
IntChron	47700	2.7616211255108056
IntChron	47600	2.8122761187506646
IntChron	47500	2.8517717797342987
IntChron	47400	2.8919922021152713
IntChron	47300	2.91641982716829
IntChron	47200	2.938091065771994
IntChron	47100	2.968851790881621
IntChron	47000	3.000129497201165
IntChron	46900	2.9685891821327335
IntChron	46800	2.775364073136238
IntChron	46700	2.5327836317016716
IntChron	46600	2.4258689447132733
IntChron	46500	2.4073032611218133
IntChron	46400	2.4028091073837516
IntChron	46300	2.413747293777947
IntChron	46200	2.4501756840972835
IntChron	46100	2.5309501552998777
IntChron	46000	2.61203610608258
IntChron	45900	2.73543262649054
IntChron	45800	2.9573219369437953
IntChron	45700	3.1392190068696753
IntChron	45600	3.292114217892126
IntChron	45500	3.411265451308415
IntChron	45400	3.401448157767364
IntChron	45300	3.3029338038513147
IntChron	45200	3.226478161268826
IntChron	45100	3.2252965794733264
IntChron	45000	3.2994202553087093
IntChron	44900	3.3733549879029847
IntChron	44800	3.3778946217326395
IntChron	44700	3.218582631677278
IntChron	44600	3.016095848490461
IntChron	44500	3.1314637277875996
IntChron	44400	3.484470065695165
IntChron	44300	3.537182833222716
IntChron	44200	3.4394297206073077
IntChron	44100	3.400840769742318
IntChron	44000	3.448441302337688
IntChron	43900	3.532717550566832
IntChron	43800	3.605948506715972
IntChron	43700	3.617886789939504
IntChron	43600	3.5859356330661147
IntChron	43500	3.5596957085143845
IntChron	43400	3.627654229575308
IntChron	43300	3.7959208746675777
IntChron	43200	4.133371439533045
IntChron	43100	4.791599513844974
IntChron	43000	5.375055030624083
IntChron	42900	5.822826887430914
IntChron	42800	6.993553085813492
IntChron	42700	6.151373977893803
IntChron	42600	5.752377730782128
IntChron	42500	5.7467685189289
IntChron	42400	5.850111906231653
IntChron	42300	6.031409042157459
IntChron	42200	6.150134286031845
IntChron	42100	6.04499458523297
IntChron	42000	5.766076627744679
IntChron	41900	5.586444537424018
IntChron	41800	5.630549221995653
IntChron	41700	5.7541232961586735
IntChron	41600	5.8448676078999
IntChron	41500	5.957238253868396
IntChron	41400	6.140961392214887
IntChron	41300	6.310404702221337
IntChron	41200	6.5149712496421825
IntChron	41100	6.622594010452413
IntChron	41000	6.185390918320353
IntChron	40900	5.844975631900021
IntChron	40800	5.730622377537372
IntChron	40700	5.684827452195136
IntChron	40600	5.695636281857004
IntChron	40500	5.785215159108454
IntChron	40400	5.927424576920573
IntChron	40300	6.017414702151385
IntChron	40200	6.0576707422616165
IntChron	40100	6.077178848107878
IntChron	40000	6.013180219794147
IntChron	39900	5.8720146674990294
IntChron	39800	5.798614549691081
IntChron	39700	5.800905384047292
IntChron	39600	5.695302210664424
IntChron	39500	5.2961430552444275
IntChron	39400	4.837614394294801
IntChron	39300	4.458842431164671
IntChron	39200	4.187250919183141
IntChron	39100	4.0337105938382685
IntChron	39000	3.981641860159464
IntChron	38900	3.973879231721364
IntChron	38800	3.973188768474059
IntChron	38700	3.97470418821358
IntChron	38600	3.98363980202025
IntChron	38500	3.9948699193611334
IntChron	38400	4.016781552602664
IntChron	38300	4.041850423814231
IntChron	38200	4.065576120464396
IntChron	38100	4.085447041451546
IntChron	38000	4.094725008970035
IntChron	37900	4.095082283550057
IntChron	37800	4.098982418411353
IntChron	37700	4.1323183195887605
IntChron	37600	4.257629407509374
IntChron	37500	4.46900623181387
IntChron	37400	4.570612354099059
IntChron	37300	4.614255820669019
IntChron	37200	4.63921709194898
IntChron	37100	4.630571529972292
IntChron	37000	4.571724930977612
IntChron	36900	4.572798898732128
IntChron	36800	4.635758950608628
IntChron	36700	4.689508820065681
IntChron	36600	4.745637357399189
IntChron	36500	4.812087541063313
IntChron	36400	4.877530116502472
IntChron	36300	4.910401480139911
IntChron	36200	4.7518301321191325
IntChron	36100	4.3630402453614625
IntChron	36000	4.091713009517742
IntChron	35900	4.009265728001119
IntChron	35800	3.980065656777735
IntChron	35700	3.989550221174354
IntChron	35600	4.07488115943148
IntChron	35500	4.230568376037949
IntChron	35400	4.440387887126923
IntChron	35300	4.5625815272665164
IntChron	35200	4.408963096984502
IntChron	35100	4.200639837293762
IntChron	35000	4.172692220832971
IntChron	34900	4.161955502109431
IntChron	34800	4.042726819695868
IntChron	34700	3.9254599244443833
IntChron	34600	4.130764499515696
IntChron	34500	4.572139836377312
IntChron	34400	4.245938783343198
IntChron	34300	3.623830322136164
IntChron	34200	3.6771122850565545
IntChron	34100	4.078592682345313
IntChron	34000	4.445613252794959
IntChron	33900	4.64987468020922
